hour,day,lon_bin,lat_bin,congestion
0,0,44,69,23
0,0,44,70,53
0,0,44,71,83
0,0,44,72,200
0,0,44,73,153
0,0,44,74,37
0,0,44,75,11
0,0,44,76,6
0,0,44,77,14
0,0,44,79,12
0,0,45,68,6
0,0,45,69,31
0,0,45,70,6
0,0,45,71,27
0,0,45,72,19
0,0,45,73,260
0,0,45,74,8
0,0,45,77,13
0,0,45,78,18
0,0,45,79,6
0,0,46,68,34
0,0,46,69,13
0,0,46,70,3
0,0,46,73,104
0,0,46,74,13
0,0,46,75,4
0,0,46,77,8
0,0,46,78,3
0,0,46,79,7
0,0,46,80,7
0,0,47,65,1
0,0,47,66,6
0,0,47,67,2
0,0,47,68,7
0,0,47,69,18
0,0,47,70,6
0,0,47,72,1
0,0,47,73,31
0,0,47,74,4
0,0,47,75,5
0,0,47,76,11
0,0,47,77,14
0,0,47,78,1
0,0,47,79,2
0,0,48,65,5
0,0,48,66,2
0,0,48,67,8
0,0,48,69,19
0,0,48,70,8
0,0,48,73,20
0,0,48,74,4
0,0,48,75,5
0,0,48,76,2
0,0,48,77,20
0,0,48,79,3
0,0,49,63,13
0,0,49,64,4
0,0,49,65,3
0,0,49,69,105
0,0,49,70,13
0,0,49,72,36
0,0,49,73,58
0,0,49,74,5
0,0,49,77,4
0,0,49,78,7
0,0,49,79,3
0,0,50,62,3
0,0,50,63,5
0,0,50,64,5
0,0,50,69,14
0,0,50,70,6
0,0,50,71,14
0,0,50,72,16
0,0,50,74,6
0,0,50,75,2
0,0,50,78,8
0,0,50,79,2
0,0,51,62,3
0,0,51,63,3
0,0,51,69,18
0,0,51,70,6
0,0,51,71,4
0,0,51,72,9
0,0,51,75,4
0,0,51,78,8
0,0,51,79,3
0,0,52,63,6
0,0,52,69,13
0,0,52,72,11
0,0,52,75,4
0,0,52,78,30
0,0,52,79,2
0,0,53,63,7
0,0,53,72,9
0,0,53,75,4
0,0,53,78,4
0,0,53,79,3
0,0,54,72,9
0,0,54,73,2
0,0,54,75,5
0,0,54,78,6
0,0,54,79,3
0,0,55,73,9
0,0,55,75,3
0,0,55,78,6
0,0,55,79,3
0,0,56,73,9
0,0,56,75,4
0,0,56,78,7
0,0,56,79,2
0,0,57,73,30
0,0,57,75,5
0,0,57,79,5
0,0,57,80,11
0,0,58,65,6
0,0,58,73,27
0,0,58,75,6
0,0,58,76,1
0,0,58,79,9
0,0,58,80,4
0,0,59,65,8
0,0,59,76,6
0,0,59,79,5
0,0,59,80,30
0,0,60,65,6
0,0,60,76,4
0,0,60,80,3
0,0,60,81,1
0,0,61,65,8
0,0,61,76,4
0,0,61,80,2
0,0,61,81,4
0,0,62,65,6
0,0,62,76,11
0,0,63,65,6
0,0,63,76,6
0,0,64,65,10
0,0,64,76,1
0,0,64,77,10
0,0,65,77,4
0,0,66,77,6
0,0,67,77,6
0,0,67,78,26
0,0,100,76,2
0,1,26,78,4
0,1,26,79,3
0,1,27,78,62
0,1,27,79,9
0,1,28,77,1
0,1,28,78,55
0,1,28,79,17
0,1,29,77,17
0,1,29,78,27
0,1,29,79,2
0,1,30,73,8
0,1,30,74,28
0,1,30,75,26
0,1,30,76,2
0,1,30,77,70
0,1,30,78,30
0,1,31,56,28
0,1,31,73,286
0,1,31,74,27
0,1,31,75,80
0,1,31,76,101
0,1,31,77,26
0,1,31,78,1
0,1,32,56,3
0,1,32,72,1695
0,1,32,73,698
0,1,32,74,160
0,1,32,75,2
0,1,32,76,17
0,1,32,77,2
0,1,32,78,8
0,1,33,57,3
0,1,33,72,5156
0,1,33,73,403
0,1,33,74,380
0,1,33,75,20
0,1,33,76,17
0,1,33,77,16
0,1,34,57,4
0,1,34,69,9
0,1,34,70,72
0,1,34,71,234
0,1,34,72,8963
0,1,34,73,730
0,1,34,74,362
0,1,34,75,23
0,1,35,57,3
0,1,35,66,10
0,1,35,67,81
0,1,35,68,135
0,1,35,69,192
0,1,35,70,98
0,1,35,71,1094
0,1,35,72,15487
0,1,35,73,937
0,1,35,74,68
0,1,35,75,27
0,1,36,57,3
0,1,36,66,15
0,1,36,67,142
0,1,36,68,106
0,1,36,69,113
0,1,36,70,379
0,1,36,71,3456
0,1,36,72,18325
0,1,36,73,1349
0,1,36,74,235
0,1,36,75,6
0,1,37,57,3
0,1,37,67,65
0,1,37,68,45
0,1,37,69,9
0,1,37,70,142
0,1,37,71,11227
0,1,37,72,20992
0,1,37,73,1479
0,1,37,74,382
0,1,37,75,53
0,1,38,57,4
0,1,38,64,6
0,1,38,65,25
0,1,38,66,30
0,1,38,67,14
0,1,38,69,9
0,1,38,70,426
0,1,38,71,14701
0,1,38,72,34499
0,1,38,73,2993
0,1,38,74,109
0,1,38,75,16
0,1,38,76,5
0,1,39,57,7
0,1,39,58,1
0,1,39,64,8
0,1,39,65,3
0,1,39,67,10
0,1,39,68,6
0,1,39,69,18
0,1,39,70,326
0,1,39,71,2824
0,1,39,72,15060
0,1,39,73,2375
0,1,39,74,47
0,1,39,75,2
0,1,39,76,3
0,1,40,58,3
0,1,40,63,8
0,1,40,64,6
0,1,40,65,24
0,1,40,66,14
0,1,40,67,12
0,1,40,68,54
0,1,40,69,109
0,1,40,70,88
0,1,40,71,2740
0,1,40,72,6320
0,1,40,73,1853
0,1,40,74,30
0,1,40,75,20
0,1,41,58,4
0,1,41,60,1
0,1,41,61,17
0,1,41,62,13
0,1,41,63,17
0,1,41,64,8
0,1,41,65,15
0,1,41,66,4
0,1,41,69,6
0,1,41,70,50
0,1,41,71,754
0,1,41,72,2126
0,1,41,73,1268
0,1,41,74,175
0,1,41,75,17
0,1,41,76,2
0,1,42,58,3
0,1,42,59,1
0,1,42,60,8
0,1,42,61,17
0,1,42,62,13
0,1,42,63,1
0,1,42,65,4
0,1,42,69,1
0,1,42,70,22
0,1,42,71,280
0,1,42,72,617
0,1,42,73,461
0,1,42,74,127
0,1,42,75,66
0,1,42,76,6
0,1,43,58,4
0,1,43,59,7
0,1,43,65,9
0,1,43,69,13
0,1,43,70,11
0,1,43,71,321
0,1,43,72,302
0,1,43,73,238
0,1,43,74,37
0,1,43,76,9
0,1,43,79,3
0,1,44,65,4
0,1,44,68,5
0,1,44,69,22
0,1,44,70,13
0,1,44,71,97
0,1,44,72,154
0,1,44,73,88
0,1,44,74,8
0,1,44,76,7
0,1,44,77,6
0,1,44,78,2
0,1,44,79,38
0,1,45,65,8
0,1,45,68,6
0,1,45,69,11
0,1,45,70,24
0,1,45,71,11
0,1,45,72,47
0,1,45,73,105
0,1,45,77,10
0,1,45,78,28
0,1,45,79,5
0,1,46,63,6
0,1,46,64,4
0,1,46,65,6
0,1,46,68,5
0,1,46,69,7
0,1,46,70,5
0,1,46,73,35
0,1,47,63,35
0,1,47,64,8
0,1,47,65,1
0,1,47,66,7
0,1,47,67,3
0,1,47,68,6
0,1,47,69,8
0,1,47,72,7
0,1,47,73,21
0,1,48,65,6
0,1,48,66,4
0,1,48,67,9
0,1,48,73,19
0,1,49,64,5
0,1,49,65,4
0,1,49,72,8
0,1,49,73,22
0,1,50,64,11
0,1,50,72,18
0,1,50,73,11
0,1,51,63,1
0,1,51,64,7
0,1,51,72,17
0,1,51,73,7
0,1,52,63,15
0,1,52,72,20
0,1,52,73,5
0,1,53,63,10
0,1,53,72,17
0,1,53,73,6
0,1,54,63,10
0,1,54,64,1
0,1,54,72,21
0,1,54,73,13
0,1,55,64,11
0,1,55,73,27
0,1,56,64,6
0,1,56,73,24
0,1,57,64,15
0,1,57,73,55
0,1,58,64,4
0,1,58,65,9
0,1,58,73,10
0,1,59,64,28
0,1,59,65,27
0,1,59,73,7
0,1,60,73,6
0,1,61,73,7
0,1,62,74,7
0,1,63,74,6
0,1,64,74,13
0,1,65,74,10
0,1,66,74,33
0,1,66,75,1
0,1,67,74,24
0,1,67,75,34
0,1,68,73,1
0,1,68,74,8
0,1,69,73,51
0,1,70,73,55
0,1,71,73,3
0,2,26,79,25
0,2,27,77,1
0,2,27,78,37
0,2,27,79,19
0,2,28,77,37
0,2,28,78,15
0,2,28,79,13
0,2,29,75,6
0,2,29,76,38
0,2,29,77,9
0,2,29,78,15
0,2,29,79,1
0,2,30,73,9
0,2,30,74,2
0,2,30,75,34
0,2,30,76,8
0,2,30,77,45
0,2,30,78,18
0,2,31,73,372
0,2,31,74,21
0,2,31,75,107
0,2,31,76,131
0,2,31,77,34
0,2,32,72,1752
0,2,32,73,915
0,2,32,74,259
0,2,32,75,5
0,2,32,76,37
0,2,33,72,4945
0,2,33,73,425
0,2,33,74,294
0,2,33,75,7
0,2,33,76,2
0,2,34,66,10
0,2,34,70,12
0,2,34,71,238
0,2,34,72,8848
0,2,34,73,653
0,2,34,74,394
0,2,34,75,6
0,2,35,57,8
0,2,35,66,5
0,2,35,67,77
0,2,35,68,96
0,2,35,69,92
0,2,35,70,41
0,2,35,71,572
0,2,35,72,17292
0,2,35,73,1144
0,2,35,74,62
0,2,35,75,10
0,2,35,77,5
0,2,36,57,26
0,2,36,66,13
0,2,36,67,21
0,2,36,68,68
0,2,36,69,68
0,2,36,70,206
0,2,36,71,2636
0,2,36,72,18436
0,2,36,73,1349
0,2,36,74,189
0,2,36,75,19
0,2,36,76,7
0,2,36,77,2
0,2,37,57,18
0,2,37,66,15
0,2,37,67,15
0,2,37,68,23
0,2,37,69,11
0,2,37,70,110
0,2,37,71,11408
0,2,37,72,18891
0,2,37,73,1639
0,2,37,74,362
0,2,37,75,115
0,2,37,76,11
0,2,38,56,12
0,2,38,57,18
0,2,38,58,6
0,2,38,64,3
0,2,38,65,7
0,2,38,66,10
0,2,38,67,2
0,2,38,69,10
0,2,38,70,573
0,2,38,71,13712
0,2,38,72,29057
0,2,38,73,3055
0,2,38,74,78
0,2,38,75,65
0,2,38,76,18
0,2,39,56,2
0,2,39,57,11
0,2,39,58,7
0,2,39,64,4
0,2,39,67,13
0,2,39,69,3
0,2,39,70,400
0,2,39,71,2418
0,2,39,72,13366
0,2,39,73,2201
0,2,39,74,40
0,2,39,76,5
0,2,40,58,9
0,2,40,63,4
0,2,40,64,2
0,2,40,65,13
0,2,40,66,27
0,2,40,67,27
0,2,40,68,60
0,2,40,69,125
0,2,40,70,106
0,2,40,71,1874
0,2,40,72,6493
0,2,40,73,1359
0,2,40,74,96
0,2,40,76,6
0,2,40,77,3
0,2,41,54,23
0,2,41,55,24
0,2,41,56,1
0,2,41,58,8
0,2,41,61,8
0,2,41,62,7
0,2,41,63,35
0,2,41,64,36
0,2,41,65,25
0,2,41,66,12
0,2,41,67,2
0,2,41,68,75
0,2,41,69,24
0,2,41,70,61
0,2,41,71,563
0,2,41,72,1973
0,2,41,73,982
0,2,41,74,163
0,2,41,75,30
0,2,41,76,4
0,2,41,77,12
0,2,42,53,13
0,2,42,54,2
0,2,42,56,14
0,2,42,58,10
0,2,42,60,17
0,2,42,61,42
0,2,42,62,37
0,2,42,63,3
0,2,42,67,23
0,2,42,68,12
0,2,42,70,9
0,2,42,71,277
0,2,42,72,803
0,2,42,73,517
0,2,42,74,148
0,2,42,76,10
0,2,42,77,1
0,2,42,78,11
0,2,43,52,3
0,2,43,53,13
0,2,43,56,13
0,2,43,57,1
0,2,43,58,6
0,2,43,59,8
0,2,43,60,21
0,2,43,61,3
0,2,43,62,7
0,2,43,66,99
0,2,43,67,46
0,2,43,70,17
0,2,43,71,328
0,2,43,72,265
0,2,43,73,231
0,2,43,74,48
0,2,43,76,18
0,2,43,78,5
0,2,43,79,5
0,2,44,51,15
0,2,44,52,20
0,2,44,57,23
0,2,44,58,35
0,2,44,59,29
0,2,44,60,5
0,2,44,62,5
0,2,44,66,23
0,2,44,70,33
0,2,44,71,131
0,2,44,72,134
0,2,44,73,227
0,2,44,74,30
0,2,44,76,12
0,2,44,77,13
0,2,44,78,1
0,2,44,79,20
0,2,45,50,1
0,2,45,51,10
0,2,45,62,9
0,2,45,65,57
0,2,45,66,11
0,2,45,70,83
0,2,45,71,21
0,2,45,72,27
0,2,45,73,293
0,2,45,77,18
0,2,45,78,39
0,2,45,79,3
0,2,46,47,22
0,2,46,48,56
0,2,46,49,23
0,2,46,50,22
0,2,46,59,7
0,2,46,60,7
0,2,46,62,13
0,2,46,63,2
0,2,46,64,4
0,2,46,65,5
0,2,46,70,42
0,2,46,71,25
0,2,46,73,58
0,2,46,78,8
0,2,46,79,23
0,2,46,80,26
0,2,46,81,1
0,2,47,46,28
0,2,47,47,3
0,2,47,54,4
0,2,47,55,7
0,2,47,57,4
0,2,47,58,11
0,2,47,59,8
0,2,47,60,4
0,2,47,61,13
0,2,47,62,6
0,2,47,63,8
0,2,47,64,7
0,2,47,73,24
0,2,47,78,6
0,2,47,81,11
0,2,47,82,7
0,2,48,46,11
0,2,48,52,1
0,2,48,54,4
0,2,48,55,1
0,2,48,56,9
0,2,48,57,5
0,2,48,58,3
0,2,48,62,3
0,2,48,63,2
0,2,48,72,7
0,2,48,73,24
0,2,48,78,15
0,2,48,81,21
0,2,48,82,28
0,2,49,44,7
0,2,49,45,11
0,2,49,46,34
0,2,49,47,9
0,2,49,48,9
0,2,49,49,23
0,2,49,50,16
0,2,49,51,18
0,2,49,52,9
0,2,49,53,8
0,2,49,72,9
0,2,49,73,24
0,2,49,82,17
0,2,49,83,11
0,2,50,44,89
0,2,50,45,28
0,2,50,72,22
0,2,50,82,1
0,2,50,83,16
0,2,51,44,27
0,2,51,72,16
0,2,51,82,4
0,2,51,83,22
0,2,51,84,18
0,2,52,43,16
0,2,52,44,14
0,2,52,72,18
0,2,52,83,1
0,2,53,44,46
0,2,53,72,19
0,2,54,72,15
0,2,54,73,3
0,2,55,72,7
0,2,55,73,8
0,2,56,72,20
0,2,56,73,6
0,2,57,73,13
0,3,0,0,25
0,3,0,1,10
0,3,0,2,12
0,3,1,0,3
0,3,1,2,9
0,3,2,0,3
0,3,2,3,7
0,3,3,0,15
0,3,3,3,4
0,3,3,4,5
0,3,4,0,32
0,3,4,4,3
0,3,4,5,3
0,3,5,5,4
0,3,6,5,4
0,3,6,6,2
0,3,7,6,5
0,3,8,6,3
0,3,9,6,1
0,3,9,7,3
0,3,10,7,4
0,3,11,7,2
0,3,11,8,4
0,3,12,8,4
0,3,12,9,4
0,3,13,9,3
0,3,13,10,3
0,3,14,10,4
0,3,14,11,2
0,3,15,11,5
0,3,15,12,4
0,3,16,12,3
0,3,17,12,1
0,3,17,13,2
0,3,18,13,3
0,3,19,13,2
0,3,20,13,1
0,3,20,14,2
0,3,21,14,2
0,3,22,14,3
0,3,23,14,2
0,3,23,15,1
0,3,24,15,2
0,3,25,15,2
0,3,26,15,4
0,3,26,78,159
0,3,26,79,3
0,3,27,16,3
0,3,27,78,26
0,3,27,79,44
0,3,28,16,3
0,3,28,30,1
0,3,28,31,8
0,3,28,77,25
0,3,28,78,71
0,3,28,79,30
0,3,29,16,3
0,3,29,17,1
0,3,29,30,3
0,3,29,32,5
0,3,29,76,11
0,3,29,78,50
0,3,29,79,2
0,3,30,17,2
0,3,30,30,4
0,3,30,32,3
0,3,30,33,7
0,3,30,34,2
0,3,30,73,6
0,3,30,74,23
0,3,30,75,28
0,3,30,76,18
0,3,30,77,44
0,3,30,78,58
0,3,31,17,3
0,3,31,27,3
0,3,31,28,1
0,3,31,29,2
0,3,31,30,2
0,3,31,34,5
0,3,31,73,205
0,3,31,74,27
0,3,31,75,116
0,3,31,76,159
0,3,31,77,38
0,3,32,17,3
0,3,32,18,1
0,3,32,27,3
0,3,32,28,6
0,3,32,29,6
0,3,32,35,6
0,3,32,36,1
0,3,32,72,1932
0,3,32,73,919
0,3,32,74,243
0,3,32,75,4
0,3,32,76,35
0,3,33,18,4
0,3,33,24,5
0,3,33,26,2
0,3,33,27,2
0,3,33,36,6
0,3,33,37,1
0,3,33,72,5274
0,3,33,73,505
0,3,33,74,467
0,3,33,75,21
0,3,33,76,12
0,3,34,18,4
0,3,34,23,2
0,3,34,24,3
0,3,34,25,4
0,3,34,26,4
0,3,34,37,3
0,3,34,69,8
0,3,34,70,54
0,3,34,71,207
0,3,34,72,9200
0,3,34,73,735
0,3,34,74,511
0,3,34,75,48
0,3,34,76,7
0,3,35,19,5
0,3,35,23,3
0,3,35,25,3
0,3,35,26,1
0,3,35,37,3
0,3,35,67,84
0,3,35,68,138
0,3,35,69,168
0,3,35,70,234
0,3,35,71,842
0,3,35,72,18252
0,3,35,73,1126
0,3,35,74,150
0,3,35,75,45
0,3,35,76,7
0,3,35,77,4
0,3,36,19,2
0,3,36,20,57
0,3,36,21,7
0,3,36,22,6
0,3,36,23,4
0,3,36,37,2
0,3,36,67,72
0,3,36,68,147
0,3,36,69,182
0,3,36,70,1002
0,3,36,71,3266
0,3,36,72,20193
0,3,36,73,1236
0,3,36,74,329
0,3,36,75,18
0,3,36,77,5
0,3,37,38,3
0,3,37,67,31
0,3,37,68,52
0,3,37,69,61
0,3,37,70,174
0,3,37,71,13110
0,3,37,72,24657
0,3,37,73,1254
0,3,37,74,484
0,3,37,75,49
0,3,38,38,5
0,3,38,67,2
0,3,38,68,1
0,3,38,69,43
0,3,38,70,683
0,3,38,71,16274
0,3,38,72,43028
0,3,38,73,3572
0,3,38,74,139
0,3,38,75,36
0,3,38,76,8
0,3,39,39,4
0,3,39,48,9
0,3,39,67,9
0,3,39,68,40
0,3,39,69,15
0,3,39,70,495
0,3,39,71,2315
0,3,39,72,16863
0,3,39,73,2856
0,3,39,74,67
0,3,39,76,12
0,3,40,39,5
0,3,40,48,4
0,3,40,65,10
0,3,40,66,16
0,3,40,67,14
0,3,40,68,69
0,3,40,69,242
0,3,40,70,105
0,3,40,71,1849
0,3,40,72,6509
0,3,40,73,1466
0,3,40,74,85
0,3,40,76,10
0,3,40,77,6
0,3,41,39,1
0,3,41,40,2
0,3,41,48,3
0,3,41,54,14
0,3,41,55,14
0,3,41,63,13
0,3,41,64,15
0,3,41,65,17
0,3,41,66,7
0,3,41,67,3
0,3,41,68,80
0,3,41,69,67
0,3,41,70,66
0,3,41,71,831
0,3,41,72,1866
0,3,41,73,1040
0,3,41,74,149
0,3,41,75,44
0,3,41,76,5
0,3,41,77,18
0,3,42,40,3
0,3,42,48,7
0,3,42,53,8
0,3,42,54,1
0,3,42,56,8
0,3,42,60,3
0,3,42,61,14
0,3,42,62,14
0,3,42,65,8
0,3,42,67,12
0,3,42,68,6
0,3,42,70,74
0,3,42,71,309
0,3,42,72,701
0,3,42,73,496
0,3,42,74,192
0,3,42,75,18
0,3,42,76,14
0,3,42,77,1
0,3,43,40,3
0,3,43,41,6
0,3,43,48,4
0,3,43,52,2
0,3,43,53,8
0,3,43,56,8
0,3,43,60,11
0,3,43,65,5
0,3,43,66,11
0,3,43,67,12
0,3,43,69,4
0,3,43,70,55
0,3,43,71,175
0,3,43,72,243
0,3,43,73,377
0,3,43,74,116
0,3,43,76,25
0,3,44,41,2
0,3,44,42,1
0,3,44,48,1
0,3,44,49,3
0,3,44,51,9
0,3,44,52,12
0,3,44,57,13
0,3,44,58,13
0,3,44,59,15
0,3,44,60,2
0,3,44,65,4
0,3,44,66,5
0,3,44,69,13
0,3,44,70,32
0,3,44,71,55
0,3,44,72,171
0,3,44,73,275
0,3,44,74,25
0,3,44,76,18
0,3,44,77,18
0,3,44,78,2
0,3,44,79,42
0,3,45,42,3
0,3,45,49,6
0,3,45,50,2
0,3,45,51,6
0,3,45,65,13
0,3,45,66,4
0,3,45,69,12
0,3,45,71,19
0,3,45,72,18
0,3,45,73,339
0,3,45,74,3
0,3,45,77,34
0,3,45,78,27
0,3,45,79,12
0,3,46,42,5
0,3,46,43,7
0,3,46,44,10
0,3,46,45,9
0,3,46,46,1
0,3,46,47,6
0,3,46,48,6
0,3,46,49,25
0,3,46,50,12
0,3,46,63,2
0,3,46,64,4
0,3,46,65,6
0,3,46,69,11
0,3,46,73,77
0,3,46,74,3
0,3,46,77,18
0,3,46,78,3
0,3,47,46,6
0,3,47,49,1
0,3,47,62,20
0,3,47,63,15
0,3,47,64,9
0,3,47,73,43
0,3,47,74,2
0,3,47,77,41
0,3,47,78,1
0,3,47,79,3
0,3,48,63,2
0,3,48,73,22
0,3,48,74,4
0,3,48,77,8
0,3,48,79,3
0,3,49,72,8
0,3,49,73,30
0,3,49,74,3
0,3,49,77,3
0,3,49,78,4
0,3,49,79,4
0,3,50,72,17
0,3,50,73,5
0,3,50,74,4
0,3,50,75,2
0,3,50,78,6
0,3,50,79,3
0,3,51,72,16
0,3,51,75,2
0,3,51,78,5
0,3,51,79,3
0,3,52,72,17
0,3,52,75,4
0,3,52,78,8
0,3,52,79,4
0,3,53,72,21
0,3,53,75,3
0,3,53,78,28
0,3,53,79,3
0,3,54,72,22
0,3,54,73,6
0,3,54,79,3
0,3,55,72,6
0,3,55,73,20
0,3,55,79,4
0,3,56,72,6
0,3,56,73,15
0,3,56,79,4
0,3,57,73,12
0,3,57,79,1
0,3,57,80,20
0,3,58,73,15
0,3,58,80,5
0,3,59,72,9
0,3,59,73,27
0,3,59,80,11
0,3,60,72,8
0,3,60,73,43
0,3,60,74,12
0,3,61,73,9
0,3,62,74,3
0,3,63,74,3
0,3,64,74,3
0,3,65,74,3
0,3,66,74,2
0,3,67,74,3
0,3,68,74,4
0,3,69,74,3
0,3,70,74,4
0,3,71,74,4
0,3,72,74,4
0,3,73,74,3
0,3,73,75,1
0,3,74,75,3
0,3,75,75,3
0,3,76,75,3
0,3,77,75,5
0,3,78,74,7
0,3,78,75,7
0,3,79,74,6
0,3,80,74,6
0,3,81,74,7
0,3,82,73,6
0,3,82,74,2
0,3,83,73,6
0,3,84,71,35
0,3,84,72,10
0,3,84,73,8
0,3,85,71,2
0,3,85,72,35
0,3,85,73,5
0,4,26,78,7
0,4,26,79,1
0,4,27,78,36
0,4,27,79,8
0,4,28,77,63
0,4,28,78,75
0,4,28,79,7
0,4,29,77,70
0,4,29,78,60
0,4,29,79,1
0,4,30,73,16
0,4,30,74,3
0,4,30,75,15
0,4,30,77,99
0,4,30,78,43
0,4,31,73,362
0,4,31,74,63
0,4,31,75,108
0,4,31,76,139
0,4,31,77,38
0,4,32,72,2980
0,4,32,73,1047
0,4,32,74,216
0,4,32,75,79
0,4,32,76,35
0,4,33,72,7601
0,4,33,73,644
0,4,33,74,310
0,4,33,75,40
0,4,33,76,4
0,4,34,69,2
0,4,34,70,158
0,4,34,71,343
0,4,34,72,10900
0,4,34,73,825
0,4,34,74,472
0,4,34,75,31
0,4,35,67,76
0,4,35,68,98
0,4,35,69,151
0,4,35,70,113
0,4,35,71,901
0,4,35,72,22504
0,4,35,73,1470
0,4,35,74,51
0,4,35,75,29
0,4,35,76,5
0,4,36,67,53
0,4,36,68,92
0,4,36,69,129
0,4,36,70,389
0,4,36,71,3404
0,4,36,72,26199
0,4,36,73,1427
0,4,36,74,348
0,4,36,75,5
0,4,37,67,21
0,4,37,68,44
0,4,37,69,22
0,4,37,70,281
0,4,37,71,16979
0,4,37,72,30006
0,4,37,73,1398
0,4,37,74,781
0,4,37,75,118
0,4,37,76,1
0,4,38,69,24
0,4,38,70,544
0,4,38,71,17364
0,4,38,72,48328
0,4,38,73,3537
0,4,38,74,231
0,4,38,75,64
0,4,38,76,43
0,4,39,67,6
0,4,39,69,50
0,4,39,70,424
0,4,39,71,2830
0,4,39,72,16792
0,4,39,73,2915
0,4,39,74,54
0,4,39,75,1
0,4,39,76,22
0,4,40,65,9
0,4,40,66,16
0,4,40,67,16
0,4,40,68,80
0,4,40,69,335
0,4,40,70,162
0,4,40,71,2065
0,4,40,72,6335
