hour,day,lon_bin,lat_bin,speed
0,0,11,0,30.009877162373947
0,0,11,1,37.39474758731786
0,0,11,2,31.075921673910397
0,0,11,3,35.85148671759261
0,0,11,4,32.473461596984684
0,0,11,5,21.944417304592676
0,0,11,6,26.353524388417384
0,0,11,7,24.74088789506841
0,0,11,8,59.02200792606322
0,0,11,9,26.153508221958173
0,0,11,10,44.659190534030756
0,0,11,11,65.622493798679
0,0,11,12,31.33278032435807
0,0,11,13,9.437834066697775
0,0,11,15,48.280716979013604
0,0,12,0,41.94707081924816
0,0,12,1,43.09032909031951
0,0,12,2,14.200130089187564
0,0,12,3,75.2557642731792
0,0,12,4,60.76137466544124
0,0,12,5,28.066029495228854
0,0,12,6,47.35534740562239
0,0,12,7,30.57291383836534
0,0,12,8,32.80878495229925
0,0,12,9,27.85482551802384
0,0,12,10,57.681310777126136
0,0,12,11,56.845264921935104
0,0,12,12,68.31210714310524
0,0,12,13,35.06327737863891
0,0,12,14,15.356045850333157
0,0,12,15,16.88245770001056
0,0,13,0,69.2147410085702
0,0,13,1,63.07947954119002
0,0,13,2,52.69081378705554
0,0,13,3,77.26960548346986
0,0,13,4,44.158546948493
0,0,13,5,44.787318003595836
0,0,13,6,33.47553239838248
0,0,13,7,38.94444485111994
0,0,13,8,27.417949078623224
0,0,13,9,43.282818728891876
0,0,13,10,35.49364963274683
0,0,13,11,47.168801225368824
0,0,13,12,36.233209769703194
0,0,13,13,60.30052431382024
0,0,13,14,93.09112828746241
0,1,1,10,19.770911525034695
0,1,1,11,35.802898531146504
0,1,1,12,65.37821711354438
0,1,1,13,24.409976831943354
0,1,1,14,15.36908724476773
0,1,2,9,32.8136568907558
0,1,2,10,17.699912442874453
0,1,2,11,23.131378342451136
0,1,2,12,50.530085105396964
0,1,2,14,50.078781590804276
0,1,2,15,77.79931982427013
0,1,2,16,42.62476167191963
0,1,3,6,59.145878761826374
0,1,3,7,37.88683024004039
0,1,3,8,21.53499310746589
0,1,3,9,19.628545537246367
0,1,3,10,48.37600817459478
0,1,3,11,45.07251302698632
0,1,3,12,68.03410450705691
0,1,3,13,40.28663642811955
0,1,3,14,93.68270461515354
0,1,3,15,107.2253268876108
0,1,3,16,108.65469117737099
0,1,4,5,26.12568361069451
0,1,4,6,23.118504175998865
0,1,4,7,42.4648656931766
0,1,4,8,25.17154961522508
0,1,4,9,33.70216585201099
0,1,4,10,69.53056198459751
0,1,4,11,23.046945232095762
0,1,4,14,46.545877991512604
0,1,5,1,45.671081454863945
0,1,5,2,26.417433663376347
0,1,5,3,21.10869912200997
0,1,5,4,42.76295259910538
0,1,5,5,33.23890262964622
0,1,5,6,30.677246838942192
0,1,5,7,26.48171924109235
0,1,5,8,47.465201052192526
0,1,5,9,52.26890745464951
0,1,5,10,43.45243350356836
0,1,5,11,41.86911637206323
0,1,5,12,7.725364475992197
0,1,5,13,106.52112092490295
0,1,5,14,82.21880769361518
0,1,5,15,22.287226475672753
0,1,6,0,25.632450706724423
0,1,6,1,58.01450130422143
0,1,6,2,3.804829949914898
0,1,6,3,23.0942113465823
0,1,6,4,44.29989075055764
0,1,6,5,26.79227734781858
0,1,6,6,22.518917572602827
0,1,6,7,27.364362022309525
0,1,6,8,39.128220092043634
0,1,6,9,38.13047088942337
0,1,6,10,22.842757362682583
0,1,6,11,72.59931609407084
0,1,6,12,99.69851677376622
0,1,6,13,102.53935395724572
0,1,6,15,55.37444645559116
0,1,7,0,14.33215680610209
0,1,7,1,19.147070683625437
0,1,7,2,33.30948302890058
0,1,7,3,26.443186965578434
0,1,7,4,33.39937206446108
0,1,7,5,38.39284628192019
0,1,7,6,30.785066685370847
0,1,7,7,48.111797168508815
0,1,7,8,49.47367404731243
0,1,7,9,37.75990813096666
0,1,7,10,27.353979831943708
0,1,7,11,62.27154090825752
0,1,7,12,8.841847914974327
0,1,7,13,52.04046186257497
0,1,7,14,30.29334209705884
0,1,7,15,61.55496525077492
0,1,7,16,43.52803421163038
0,1,8,0,37.69547099750198
0,1,8,1,52.96108909202881
0,1,8,2,47.65480558333165
0,1,8,3,49.63808185800328
0,1,8,4,32.36524962831708
0,1,8,5,31.008869903042065
0,1,8,6,24.65739665404752
0,1,8,7,29.7119065570035
0,1,8,8,54.00466779781884
0,1,8,9,33.72762185683452
0,1,8,10,42.01640782781589
0,1,8,11,59.12917773233352
0,1,8,12,65.63339804463104
0,1,8,13,43.37453346137212
0,1,8,14,67.69963863778045
0,1,8,15,55.607131924944035
0,1,8,16,12.568911348564802
0,1,9,0,72.97549680375285
0,1,9,1,74.33442851842312
0,1,9,2,49.334420770536546
0,1,9,3,25.24521496604373
0,1,9,4,33.107502506911814
0,1,9,5,23.611651636373566
0,1,9,6,24.6795403755199
0,1,9,7,21.857321143544034
0,1,9,8,58.68984230408719
0,1,9,9,55.06215924341003
0,1,9,10,34.026097509436404
0,1,9,11,85.32185823248757
0,1,9,12,57.04746881509037
0,1,9,13,79.76130366004247
0,1,9,14,38.81956447264401
0,1,9,15,32.93583216176035
0,1,9,16,47.685063889148765
0,1,10,0,38.57716803811027
0,1,10,1,37.155290345429115
0,1,10,2,25.729027338380323
0,1,10,3,24.034086736740456
0,1,10,4,23.613483969309172
0,1,10,5,18.08777684508743
0,1,10,6,27.215257054789134
0,1,10,7,27.79484073615865
0,1,10,8,41.195415310522016
0,1,10,9,30.298563624394628
0,1,10,10,24.096566988620875
0,1,10,11,74.75012911804325
0,1,10,12,29.047292963206075
0,1,10,13,21.912319099707318
0,1,10,14,26.444489473188572
0,1,10,15,31.32710060999402
0,1,10,16,12.258898132280649
0,1,11,0,49.49721894756223
0,1,11,1,48.48407779707638
0,1,11,2,38.02022444219224
0,1,11,3,35.61982441973588
0,1,11,4,36.28084395232298
0,1,11,5,20.405505599953692
0,1,11,6,24.866639946620804
0,1,11,7,26.201544401929425
0,1,11,8,53.1824139229263
0,1,11,9,26.68210347991928
0,1,11,10,55.48252044164466
0,1,11,11,72.89368370542907
0,1,11,12,38.834505565093586
0,1,11,13,25.030291756381885
0,1,11,14,22.827333283022227
0,1,11,15,33.78153375121231
0,1,12,0,29.795218509917422
0,1,12,1,34.83814558044395
0,1,12,2,31.374656107495962
0,1,12,3,56.94695477711217
0,1,12,4,58.84894662614886
0,1,12,5,29.744918599392946
0,1,12,6,41.085370255081365
0,1,12,7,32.11666570974257
0,1,12,8,33.065215068911385
0,1,12,9,31.260993629260376
0,1,12,10,66.32772821701892
0,1,12,11,59.595385578209324
0,1,12,12,40.57476744848663
0,1,12,13,29.559896077475205
0,1,12,14,48.4396190154178
0,1,13,0,28.027644351445485
0,1,13,1,26.86295807293245
0,1,13,2,45.706667827052
0,1,13,3,78.8851977151222
0,1,13,4,22.991669741429682
0,1,13,5,41.093298778114026
0,1,13,6,31.159693835957967
0,1,13,7,39.08549947946492
0,1,13,8,22.568111056059987
0,1,13,9,41.21813744421078
0,1,13,10,37.17265831996779
0,1,13,11,41.44846766638907
0,1,13,12,26.5492211013042
0,1,13,13,105.66513326584361
0,1,13,14,44.461846806892765
0,1,13,15,20.220740508740818
0,2,1,10,20.46466648597643
0,2,1,11,30.58832071217426
0,2,1,12,37.094415334269975
0,2,1,13,55.736726990732805
0,2,2,9,33.0273166570428
0,2,2,10,11.306873891568854
0,2,2,11,18.574746054999288
0,2,2,12,38.204172235826015
0,2,2,13,28.819144445431416
0,2,2,14,34.18837159391528
0,2,2,15,103.58879111344291
0,2,2,16,106.62452837471724
0,2,3,6,56.876673508541074
0,2,3,7,38.87646854604556
0,2,3,8,22.959552585374375
0,2,3,9,22.480466896289705
0,2,3,10,45.482779125151886
0,2,3,11,23.148968247998905
0,2,3,12,101.78271709901128
0,2,3,13,36.30044922133638
0,2,3,14,64.0842054305347
0,2,3,15,102.78130832783071
0,2,3,16,108.43367425812686
0,2,4,5,28.03977295074679
0,2,4,6,25.572997975425103
0,2,4,7,43.428840198478134
0,2,4,8,26.279357517702564
0,2,4,9,41.09916495254747
0,2,4,10,69.04019239119546
0,2,4,11,46.559146602343986
0,2,4,14,34.03854527601663
0,2,5,2,12.6251151317756
0,2,5,3,17.210896537108766
0,2,5,4,41.921298708158716
0,2,5,5,30.94258389322835
0,2,5,6,29.846986387212823
0,2,5,7,26.97677451165655
0,2,5,8,47.14245323039215
0,2,5,9,57.86132671130407
0,2,5,10,62.069512079650806
0,2,5,11,36.22146258989763
0,2,5,12,23.655416766338874
0,2,5,13,99.61934393274497
0,2,5,14,83.9121018167397
0,2,5,15,24.748048111010423
0,2,5,16,54.782443300572254
0,2,6,0,23.266093820024523
0,2,6,1,34.90779113744595
0,2,6,2,22.93272565433289
0,2,6,3,29.223860726989777
0,2,6,4,50.51431176773522
0,2,6,5,30.3004925591798
0,2,6,6,23.052536157038126
0,2,6,7,26.687793063113432
0,2,6,8,38.58823114754392
0,2,6,9,39.29214691611752
0,2,6,10,19.082150048140036
0,2,6,11,77.85066416406289
0,2,6,12,98.06000739111549
0,2,6,13,102.81230274444434
0,2,6,14,2.4687596416853346
0,2,6,15,31.199625471950437
0,2,6,16,39.409098722997605
0,2,7,0,38.30505283432075
0,2,7,1,38.57201179521639
0,2,7,2,32.99063801072768
0,2,7,3,26.893268820337436
0,2,7,4,36.17206299398991
0,2,7,5,42.60461031413739
0,2,7,6,30.887166033461593
0,2,7,7,48.54568323654985
0,2,7,8,42.86554734130194
0,2,7,9,38.475425038694155
0,2,7,10,19.891204933772844
0,2,7,11,62.790855122060236
0,2,7,15,59.93445209241896
0,2,7,16,36.13547868237008
0,2,8,0,31.125221014758527
0,2,8,1,54.84799625684088
0,2,8,2,53.70898383407207
0,2,8,3,50.64746531634436
0,2,8,4,41.55625144507152
0,2,8,5,32.82047719945273
0,2,8,6,26.134208086226902
0,2,8,7,29.394484592248414
0,2,8,8,60.773118139876395
0,2,8,9,37.08398851418449
0,2,8,10,36.54984335323565
0,2,8,11,52.29440101113989
0,2,8,12,78.67654245611863
0,2,8,13,14.474754970675585
0,2,8,14,60.066217729581076
0,2,8,15,29.459381074686828
0,2,9,0,64.29301158842624
0,2,9,1,67.82567764550028
0,2,9,2,44.450263445229645
0,2,9,3,29.634429293155936
0,2,9,4,27.5793429725225
0,2,9,5,25.795438639409436
0,2,9,6,27.45154905809955
0,2,9,7,23.00564415734102
0,2,9,8,64.02388159783709
0,2,9,9,51.986293434663054
0,2,9,10,25.520912367631492
0,2,9,11,88.83857189930643
0,2,9,12,73.98910936309949
0,2,9,13,80.51307146078474
0,2,9,14,53.867458613738854
0,2,9,15,37.034516653134794
0,2,9,16,30.666698328226424
0,2,10,0,54.12960657371636
0,2,10,1,36.56172443516678
0,2,10,2,25.925704062591862
0,2,10,3,23.566209892053052
0,2,10,4,24.76880117525038
0,2,10,5,16.544974729329045
0,2,10,6,27.74479824196614
0,2,10,7,29.96939160727684
0,2,10,8,42.052196426301364
0,2,10,9,29.769717339290345
0,2,10,10,25.420947190551658
0,2,10,11,65.15132041479782
0,2,10,12,34.493107527225185
0,2,10,13,29.416877763862708
0,2,10,14,15.326669354213111
0,2,10,15,16.16229445724001
0,2,11,0,49.079259997359856
0,2,11,1,47.00245932621554
0,2,11,2,36.67305214514208
0,2,11,3,35.9083477678479
0,2,11,4,34.19107223810283
0,2,11,5,22.32007936355067
0,2,11,6,25.583934090014825
0,2,11,7,25.02502889411888
0,2,11,8,55.87941438867184
0,2,11,9,26.286302992352606
0,2,11,10,52.398215948182234
0,2,11,11,57.27903855854703
0,2,11,12,34.88120450973566
0,2,11,13,19.052998888444705
0,2,11,14,32.96221971412436
0,2,12,0,27.31621866858866
0,2,12,1,51.96013546788492
0,2,12,2,32.11364733369688
0,2,12,3,34.59814048035928
0,2,12,4,58.156788546118776
0,2,12,5,29.19340235337183
0,2,12,6,44.52072305521825
0,2,12,7,34.214192390564314
0,2,12,8,32.88057257767615
0,2,12,9,31.869940101894212
0,2,12,10,67.32636885822154
0,2,12,11,66.21776000371779
0,2,12,12,76.60109068399102
0,2,12,13,39.20141436688294
0,2,12,14,50.46804971307648
0,2,12,15,17.946879321311194
0,2,13,0,46.31075691843954
0,2,13,1,23.724635390183536
0,2,13,2,36.35671010142544
0,2,13,3,65.10014263893365
0,2,13,4,42.488167723756526
0,2,13,5,40.563186306405484
0,2,13,6,27.51772198105142
0,2,13,7,41.02937272354567
0,2,13,8,26.572112932737145
0,2,13,9,37.54908700840404
0,2,13,10,31.637962118012606
0,2,13,11,53.468138156404976
0,2,13,12,45.211829229893524
0,2,13,13,107.4471438872426
0,2,13,14,36.0596327376765
0,2,13,15,1.7847130262632904
0,3,0,14,58.60940264892367
0,3,0,15,40.657760803136384
0,3,0,16,7.159394387304054
0,3,1,10,25.00336666980426
0,3,1,11,49.03603634091305
0,3,1,12,64.25970858819538
0,3,1,13,53.883260066870115
0,3,1,14,44.239261157784604
0,3,1,16,33.875959496485436
0,3,2,9,37.13356411964818
0,3,2,10,21.85977840155617
0,3,2,11,12.461749123187262
0,3,2,12,53.00336928272582
0,3,2,13,27.495998421451194
0,3,2,14,37.67948100610681
0,3,2,15,72.93954489342262
0,3,2,16,71.10863497972618
0,3,3,6,65.28093957482565
0,3,3,7,36.95126157716813
0,3,3,8,21.748133034896703
0,3,3,9,20.611894197438495
0,3,3,10,39.01330870964419
0,3,3,11,47.21187190830315
0,3,3,12,79.76716187015539
0,3,3,13,33.731425967171816
0,3,3,14,79.60756516047894
0,3,3,15,95.21431604288112
0,3,3,16,102.98502938583216
0,3,4,5,28.952034546512138
0,3,4,6,21.841502177420608
0,3,4,7,38.09497768639037
0,3,4,8,28.59584249878045
0,3,4,9,32.35849864465434
0,3,4,10,76.24868937673496
0,3,4,11,47.50915797651798
0,3,4,12,35.842046198072374
0,3,4,13,15.648551510245081
0,3,4,14,58.11398118219533
0,3,5,0,58.14051263681913
0,3,5,1,67.34359048810356
0,3,5,2,46.507812031810175
0,3,5,3,25.86372376027188
0,3,5,4,43.56430776413425
0,3,5,5,33.37992577028128
0,3,5,6,31.562246480048767
0,3,5,7,23.821599946824115
0,3,5,8,43.52204910286428
0,3,5,9,57.503817255898696
0,3,5,10,61.16669630717175
0,3,5,11,28.740009905493935
0,3,5,13,95.74901389885594
0,3,5,14,75.43915646273375
0,3,5,15,23.18398187409425
0,3,5,16,15.238941394465996
0,3,6,0,15.135533418714543
0,3,6,1,51.37589479733819
0,3,6,2,25.10419341409213
0,3,6,3,31.31609325019479
0,3,6,4,44.77601983955166
0,3,6,5,28.697107531931962
0,3,6,6,24.317799346008318
0,3,6,7,27.32344884791963
0,3,6,8,39.64157402759283
0,3,6,9,40.927060587489144
0,3,6,10,15.397678625940285
0,3,6,11,76.0543914242249
0,3,6,12,92.02455294615132
0,3,6,13,98.42574582343067
0,3,6,14,62.77594742932846
0,3,6,15,54.55978670125463
0,3,6,16,37.04638732553148
0,3,7,0,22.068393870118754
0,3,7,1,10.841217350344444
0,3,7,2,24.007274449858784
0,3,7,3,24.30879160841981
0,3,7,4,40.986568180303166
0,3,7,5,42.496552438561
0,3,7,6,32.18041552815054
0,3,7,7,48.16977580685861
0,3,7,8,38.51715253042692
0,3,7,9,35.21600432666923
0,3,7,10,18.991721949925974
0,3,7,11,72.42600858519079
0,3,7,12,54.932497522148196
0,3,7,13,80.68023556687739
0,3,7,14,68.52335077402172
0,3,7,15,59.31559731348319
0,3,7,16,40.62723619659303
0,3,8,0,18.710539217910405
0,3,8,1,66.54696154845011
0,3,8,2,65.87532239665033
0,3,8,3,52.20373393800021
0,3,8,4,37.80349202203153
0,3,8,5,37.346126329229044
0,3,8,6,25.455945656822248
0,3,8,7,29.474839013765546
0,3,8,8,63.545063938547706
0,3,8,9,34.85161012768468
0,3,8,10,43.705938136140716
0,3,8,11,67.59596672524775
0,3,8,12,83.26796404376745
0,3,8,13,41.57571209729871
0,3,8,14,52.65814819686702
0,3,8,15,34.5441782561133
0,3,8,16,33.78471773055241
0,3,9,0,84.10643562098883
0,3,9,1,68.00645354332995
0,3,9,2,42.46864298907696
0,3,9,3,29.187537132454466
0,3,9,4,32.63354167596942
0,3,9,5,26.25355566002008
0,3,9,6,25.421679575518052
0,3,9,7,24.147949202433104
0,3,9,8,59.82990747228888
0,3,9,9,58.838628527225275
0,3,9,10,33.69080109372104
0,3,9,11,81.7975250975336
0,3,9,12,73.03362990081932
0,3,9,13,83.1739945057816
0,3,9,14,31.3240064075725
0,3,9,15,28.054357935072662
0,3,9,16,68.47713467472627
0,3,10,0,50.33535420235081
0,3,10,1,38.5523493718466
0,3,10,2,24.557648524236757
0,3,10,3,21.337068401756376
0,3,10,4,26.47531630051711
0,3,10,5,17.26003387191403
0,3,10,6,26.26978079636298
0,3,10,7,28.100915516213487
0,3,10,8,39.38167344140533
0,3,10,9,33.22012462068685
0,3,10,10,26.62382111846107
0,3,10,11,67.22264719452738
0,3,10,12,31.164175969004607
0,3,10,13,33.68953504413187
0,3,10,14,24.29294711205121
0,3,10,15,40.458589034832585
0,3,11,0,47.9912057653262
0,3,11,1,41.58484650685471
0,3,11,2,38.51624018797099
0,3,11,3,42.62055765584128
0,3,11,4,35.04450669158372
0,3,11,5,22.52703357589323
0,3,11,6,23.257725422794486
0,3,11,7,24.108906508258904
0,3,11,8,53.895690501935206
0,3,11,9,26.238607400015404
0,3,11,10,50.42186470234753
0,3,11,11,63.90738083045738
0,3,11,12,35.56353020056814
0,3,11,13,37.29421908434449
0,3,11,14,25.90856554444391
0,3,11,15,51.362092952826096
0,3,11,16,3.8625949990187047
0,3,12,0,37.83719141710627
0,3,12,1,23.135442297136674
0,3,12,2,32.13951953497058
0,3,12,3,53.55783617499067
0,3,12,4,59.15643699482412
0,3,12,5,29.608390536996346
0,3,12,6,44.2103843734694
0,3,12,7,30.900024078144426
0,3,12,8,30.484776280819197
0,3,12,9,30.89932605029252
0,3,12,10,53.78811903305908
0,3,12,11,57.19128283041814
0,3,12,12,53.61294316593382
0,3,12,13,21.15202398079136
0,3,12,14,41.779064201280995
0,3,12,15,98.7433404659217
0,3,13,0,51.67376389605538
0,3,13,1,47.85302117424604
0,3,13,2,58.40784731702551
0,3,13,3,72.68521227481041
0,3,13,4,44.734682425651386
0,3,13,5,44.94546525880759
0,3,13,6,31.02144594342478
0,3,13,7,37.60810027180272
0,3,13,8,26.157440523096508
0,3,13,9,41.98737557034322
0,3,13,10,40.487524163540016
0,3,13,11,48.05214713715901
0,3,13,12,21.664663605761024
0,3,13,13,80.93894413605196
0,3,13,14,74.59958138786533
0,3,13,15,10.604817527143707
0,4,1,10,24.314022387083003
0,4,1,11,25.94173833903005
0,4,1,12,33.10054689390526
0,4,1,13,33.025484383144445
0,4,2,9,30.47251047275065
0,4,2,10,21.147350322933725
0,4,2,11,11.696751026094471
0,4,2,13,50.56832926275845
0,4,2,14,36.4605504045407
0,4,2,15,48.817267214947876
0,4,2,16,41.14950082302948
0,4,3,6,58.63158329350081
0,4,3,7,38.64574233526593
0,4,3,8,22.874337377168636
0,4,3,9,21.256267904309304
0,4,3,10,37.06067470244212
0,4,3,11,52.61808337101378
0,4,3,12,66.10603244733036
0,4,3,13,49.86572127050306
0,4,3,14,81.00834254462127
0,4,3,15,102.20774430423417
0,4,3,16,106.74170983190687
0,4,4,5,23.6036467727345
0,4,4,6,19.767621748713466
0,4,4,7,45.48584201826804
0,4,4,8,33.34712937271055
0,4,4,9,20.901596858015285
0,4,4,10,75.9526180283305
0,4,4,11,52.41282856341931
0,4,4,12,42.83703026349019
0,4,4,13,21.814248252830712
0,4,4,14,61.697988872700805
0,4,5,1,26.88567749259414
0,4,5,2,33.836438807911904
0,4,5,3,28.029542940032744
0,4,5,4,49.53875753486484
0,4,5,5,32.826602371576335
0,4,5,6,30.878297592173826
0,4,5,7,28.3892786055538
0,4,5,8,43.30312873859103
0,4,5,9,52.71862939474174
0,4,5,10,56.60223807095351
0,4,5,11,35.0526485760828
0,4,5,13,97.72223908409269
0,4,5,14,84.36607014691528
0,4,5,15,25.105697736641734
0,4,5,16,19.096818925917585
0,4,6,0,13.900147247676157
0,4,6,1,33.04271707779704
0,4,6,2,19.5171514219636
0,4,6,3,23.394904741844584
0,4,6,4,46.40418396442344
0,4,6,5,33.58480614060478
0,4,6,6,24.13383418891637
0,4,6,7,28.331802733426684
0,4,6,8,43.22522027423619
0,4,6,9,36.99947055410648
0,4,6,10,19.138161785525295
0,4,6,11,58.50758652837943
0,4,6,12,95.12006222398426
0,4,6,13,100.297312501972
0,4,6,14,111.4253313664504
0,4,6,15,81.04074307733904
0,4,7,0,26.576116695239524
0,4,7,1,28.427780129554616
0,4,7,2,28.017636226157823
0,4,7,3,21.19285434336395
0,4,7,4,39.13701364810539
0,4,7,5,39.068683812473225
0,4,7,6,31.81351500956022
0,4,7,7,45.018908778109235
0,4,7,8,40.57873684697088
0,4,7,9,38.37505269429409
0,4,7,10,22.1440465116341
0,4,7,11,71.86024876727133
0,4,7,12,40.25315514930251
0,4,7,13,51.98029662208419
0,4,7,14,3.007288799470025
0,4,7,15,73.77615931150648
0,4,7,16,50.54892518037672
0,4,8,0,30.10472896071032
0,4,8,1,60.281502270331984
0,4,8,2,57.54327406517391
0,4,8,3,58.40525725868231
0,4,8,4,40.8064878442231
0,4,8,5,34.232160078057014
0,4,8,6,25.51026229268204
0,4,8,7,30.651287336088338
0,4,8,8,56.13204107542307
0,4,8,9,35.46712615922529
0,4,8,10,45.88906338590716
0,4,8,11,61.11082945259241
0,4,8,12,78.09559798535189
0,4,8,13,58.584644717691965
0,4,8,14,65.7547635596922
0,4,8,15,35.40514259889847
0,4,8,16,13.691244417173582
0,4,9,0,50.48992155685062
0,4,9,1,68.40146727489687
0,4,9,2,41.224059411749764
0,4,9,3,31.611876050548133
0,4,9,4,28.65990748878066
0,4,9,5,26.20716229682174
0,4,9,6,25.67469315410499
0,4,9,7,23.8674990660002
0,4,9,8,60.0572272464509
0,4,9,9,56.134523078187364
0,4,9,10,40.49203034756748
0,4,9,11,75.0363595327513
0,4,9,12,70.78120216752032
0,4,9,13,75.92196924455428
0,4,9,14,41.978752192005715
0,4,9,15,30.312243917472742
0,4,9,16,49.69319513985474
0,4,10,0,56.86637568082894
0,4,10,1,40.803307318434456
0,4,10,2,26.37774238671845
0,4,10,3,25.609872236507258
0,4,10,4,24.551655132112497
0,4,10,5,17.176205760664423
0,4,10,6,27.823807314489372
0,4,10,7,28.265437497391055
0,4,10,8,37.7357239856247
0,4,10,9,31.807606981942914
0,4,10,10,25.113401320545982
0,4,10,11,69.52245403722385
0,4,10,12,47.22113831040382
0,4,10,13,35.12571688616497
0,4,10,14,21.356040453784207
0,4,10,15,19.51087907699694
0,4,10,16,15.940656874833046
0,4,11,0,51.17991815822149
0,4,11,1,45.416082706078654
0,4,11,2,37.39712018033476
0,4,11,3,37.275347698089924
0,4,11,4,35.52780450248732
0,4,11,5,22.24975187455418
0,4,11,6,24.076841466593567
0,4,11,7,26.010579536530727
0,4,11,8,46.15606999662047
0,4,11,9,25.435315390258847
0,4,11,10,44.66295412609673
0,4,11,11,58.0098060468215
0,4,11,12,38.32135710221733
0,4,11,13,14.464284206311765
0,4,11,14,80.17829311369175
0,4,11,15,36.94248683058297
0,4,11,16,10.382349609323812
0,4,12,0,27.58009936027896
0,4,12,1,36.76410824332323
0,4,12,2,21.34846271250671
0,4,12,3,44.78393663578982
0,4,12,4,58.85489630469215
0,4,12,5,29.304436176486124
